"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","respCharCode","respKey","respChoiceNum","respChoice","gems","bombs","no_reward","GemPrChosen","BombPrChosen","practice","trial_counter","WinPr_0","LosePr_0","trial_label","GainOverPainPr_0","LosePr_1","GainOverPainPr_1","WinPr_1","WinPr_2","GainOverPainPr_2","WinPr_3","GainOverPainPr_3","LosePr_2","LosePr_3","Q0","Q1","Q2","gender","age","ethnicity"
"10318","","text","10","167643","0.0-9.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2558","","text","11","170202","0.0-10.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2799","","text","12","173003","0.0-11.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3408","","text","13","176412","0.0-12.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2877","","bandit","14","180797","0.0-13.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","","","","","",""
"1212","","bandit","15","183527","0.0-14.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","","","","","",""
"39923","","text","16","223452","0.0-15.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40637","","text","17","264091","0.0-16.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24190","","text","18","288283","0.0-17.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12686","","text","19","300971","0.0-18.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1996","","bandit","20","304480","0.0-19.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","0","img/none_selected_demo.jpg","0","1","0","","0.8","true","0","","0.8","80_20_practice","0.5","0.2","0.5","","","","","","","","","","","","",""
"1222","","bandit","21","307208","0.0-19.0-1.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","1","","0","0","1","0.2","","true","0","0.8","","80_20_practice","0.5","","0.5","0.2","","","","","","","","","","","",""
"1087","","bandit","22","309800","0.0-19.0-2.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","1","","0","0","1","0.2","","true","0","0.8","","80_20_practice","0.5","","0.5","0.2","","","","","","","","","","","",""
"638","","bandit","23","311946","0.0-19.0-3.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","","true","0","0.8","","80_20_practice","0.5","","0.5","0.2","","","","","","","","","","","",""
"1069","","bandit","24","314522","0.0-19.0-4.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","0","img/none_selected_demo.jpg","0","1","0","","0.8","true","0","","0.8","80_20_practice","0.5","0.2","0.5","","","","","","","","","","","","",""
"509","","bandit","25","316535","0.0-19.0-5.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","0","img/none_selected_demo.jpg","0","1","0","","0.8","true","0","","0.8","80_20_practice","0.5","0.2","0.5","","","","","","","","","","","","",""
"240","","bandit","26","318291","0.0-19.0-6.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","1","","0","0","1","","0.2","true","0","","0.8","80_20_practice","0.5","0.2","0.5","","","","","","","","","","","","",""
"388","","bandit","27","320185","0.0-19.0-7.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","1","","0","0","1","0.2","","true","0","0.8","","80_20_practice","0.5","","0.5","0.2","","","","","","","","","","","",""
"398","","bandit","28","322088","0.0-19.0-8.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","0","img/none_selected_demo.jpg","0","1","0","","0.8","true","0","","0.8","80_20_practice","0.5","0.2","0.5","","","","","","","","","","","","",""
"367","","bandit","29","323960","0.0-19.0-9.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","1","","0","1","0","","0.2","true","0","","0.8","80_20_practice","0.5","0.2","0.5","","","","","","","","","","","","",""
"1774","","bandit","30","327240","0.0-19.0-10.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","","true","0","0.8","","80_20_practice","0.5","","0.5","0.2","","","","","","","","","","","",""
"1983","","bandit","31","330727","0.0-19.0-11.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","0","img/none_selected_demo.jpg","0","0","1","","0.8","true","0","","0.8","80_20_practice","0.5","0.2","0.5","","","","","","","","","","","","",""
"2207","","bandit","32","334440","0.0-19.0-12.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","1","","1","0","0","0.2","","true","0","0.8","","80_20_practice","0.5","","0.5","0.2","","","","","","","","","","","",""
"3902","","bandit","33","339848","0.0-19.0-13.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","0","img/none_selected_demo.jpg","0","1","0","","0.8","true","0","","0.8","80_20_practice","0.5","0.2","0.5","","","","","","","","","","","","",""
"1198","","bandit","34","342554","0.0-19.0-14.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","0","img/none_selected_demo.jpg","0","1","0","","0.8","true","0","","0.8","80_20_practice","0.5","0.2","0.5","","","","","","","","","","","","",""
"716","","bandit","35","344775","0.0-19.0-15.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","0","img/none_selected_demo.jpg","0","1","0","","0.8","true","0","","0.8","80_20_practice","0.5","0.2","0.5","","","","","","","","","","","","",""
"382","","bandit","36","346665","0.0-19.0-16.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","1","","0","0","1","0.2","","true","0","0.8","","80_20_practice","0.5","","0.5","0.2","","","","","","","","","","","",""
"8956","","bandit","37","357127","0.0-19.0-17.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","0","img/none_selected_demo.jpg","0","1","0","","0.8","true","0","","0.8","80_20_practice","0.5","0.2","0.5","","","","","","","","","","","","",""
"1360","","bandit","38","359992","0.0-19.0-18.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","1","","0","0","1","","0.2","true","0","","0.8","80_20_practice","0.5","0.2","0.5","","","","","","","","","","","","",""
"62","","bandit","39","361560","0.0-19.0-19.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","","true","0","0.8","","80_20_practice","0.5","","0.5","0.2","","","","","","","","","","","",""
"6816","","text","40","368377","0.0-20.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2142","","bandit","41","372025","0.0-21.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","0","img/none_selected_demo.jpg","1","0","0","1","0","true","0","1","0","","","1","","0","","","","","","","","","","","",""
"5934","","text","42","377961","0.0-22.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10735","","text","43","388697","0.0-23.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14047","","text","44","402745","0.0-24.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5101","","text","45","407849","0.0-25.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10784","","text","46","418635","0.0-26.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19533","","text","47","438170","0.0-27.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5038","","text","48","443210","0.0-28.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4159","","text","49","447369","0.0-29.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2862","","text","50","450234","0.0-30.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1582","","text","51","451817","0.0-31.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6462","","text","52","458282","0.0-32.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"653","","bandit","53","460440","0.0-33.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","72","H","0","img/none_selected.jpg","1","0","0","0.8","","true","0","0.8","","full_practice","0.5","","0.5","0.2","0.6","0.5","0.2","0.5","","","","","","","",""
"2670","","bandit","54","464616","0.0-33.0-1.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","1","","0","0","1","0.2","","true","0","0.8","","full_practice","0.5","","0.5","0.2","0.6","0.5","0.2","0.5","","","","","","","",""
"1519","","bandit","55","467640","0.0-33.0-2.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","2","","0","1","0","","0.6","true","0","","0.8","full_practice","0.5","0.2","0.5","","","0.5","","0.5","0.6","0.2","","","","","",""
"989","","bandit","56","470135","0.0-33.0-3.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","76","L","3","","0","0","1","","0.2","true","0","","0.8","full_practice","0.5","0.2","0.5","","","0.5","","0.5","0.6","0.2","","","","","",""
"3296","","bandit","57","474937","0.0-33.0-4.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","72","H","0","img/none_selected.jpg","0","1","0","","0.8","true","0","","0.8","full_practice","0.5","0.2","0.5","","","0.5","","0.5","0.6","0.2","","","","","",""
"1997","","bandit","58","478439","0.0-33.0-5.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","1","","0","0","1","","0.2","true","0","","0.8","full_practice","0.5","0.2","0.5","","","0.5","","0.5","0.6","0.2","","","","","",""
"909","","bandit","59","480855","0.0-33.0-6.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","2","","0","0","1","0.6","","true","0","0.8","","full_practice","0.5","","0.5","0.2","0.6","0.5","0.2","0.5","","","","","","","",""
"1501","","bandit","60","483864","0.0-33.0-7.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","76","L","3","","0","0","1","0.2","","true","0","0.8","","full_practice","0.5","","0.5","0.2","0.6","0.5","0.2","0.5","","","","","","","",""
"1326","","bandit","61","486695","0.0-33.0-8.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","72","H","0","img/none_selected.jpg","0","1","0","","0.8","true","0","","0.8","full_practice","0.5","0.2","0.5","","","0.5","","0.5","0.6","0.2","","","","","",""
"1326","","bandit","62","489527","0.0-33.0-9.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","1","","0","0","1","0.2","","true","0","0.8","","full_practice","0.5","","0.5","0.2","0.6","0.5","0.2","0.5","","","","","","","",""
"795","","bandit","63","491831","0.0-33.0-10.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","2","","1","0","0","0.6","","true","0","0.8","","full_practice","0.5","","0.5","0.2","0.6","0.5","0.2","0.5","","","","","","","",""
"2733","","bandit","64","496079","0.0-33.0-11.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","76","L","3","","0","0","1","","0.2","true","0","","0.8","full_practice","0.5","0.2","0.5","","","0.5","","0.5","0.6","0.2","","","","","",""
"902","","bandit","65","498487","0.0-33.0-12.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","72","H","0","img/none_selected.jpg","1","0","0","0.8","","true","0","0.8","","full_practice","0.5","","0.5","0.2","0.6","0.5","0.2","0.5","","","","","","","",""
"1517","","bandit","66","501511","0.0-33.0-13.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","1","","1","0","0","0.2","","true","0","0.8","","full_practice","0.5","","0.5","0.2","0.6","0.5","0.2","0.5","","","","","","","",""
"799","","bandit","67","503815","0.0-33.0-14.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","2","","0","0","1","","0.6","true","0","","0.8","full_practice","0.5","0.2","0.5","","","0.5","","0.5","0.6","0.2","","","","","",""
"958","","bandit","68","506279","0.0-33.0-15.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","76","L","3","","1","0","0","0.2","","true","0","0.8","","full_practice","0.5","","0.5","0.2","0.6","0.5","0.2","0.5","","","","","","","",""
"1358","","bandit","69","509144","0.0-33.0-16.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","72","H","0","img/none_selected.jpg","0","0","1","0.8","","true","0","0.8","","full_practice","0.5","","0.5","0.2","0.6","0.5","0.2","0.5","","","","","","","",""
"1262","","bandit","70","511912","0.0-33.0-17.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","1","","0","0","1","","0.2","true","0","","0.8","full_practice","0.5","0.2","0.5","","","0.5","","0.5","0.6","0.2","","","","","",""
"892","","bandit","71","514311","0.0-33.0-18.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","2","","0","1","0","","0.6","true","0","","0.8","full_practice","0.5","0.2","0.5","","","0.5","","0.5","0.6","0.2","","","","","",""
"1389","","bandit","72","517207","0.0-33.0-19.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","76","L","3","","0","0","1","0.2","","true","0","0.8","","full_practice","0.5","","0.5","0.2","0.6","0.5","0.2","0.5","","","","","","","",""
"46221","","text","73","563433","0.0-34.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31701","","text","74","596137","0.0-35.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16991","","text","75","613130","0.0-36.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3948","","text","76","617081","0.0-37.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4429","","text","77","621512","0.0-38.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9822","","text","78","631337","0.0-39.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"733","","bandit","79","633574","0.0-40.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","72","H","0","img/none_selected.jpg","0","1","0","","0.3340388524","","1","","0.3340388524","main_expt","0.6","0.4265570961","0.8","","","0.2","","0.4","0.3897275569","0.1165465043","","","","","",""
"1437","","bandit","80","636519","0.0-41.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","1","","1","0","0","0.4177099958","","","2","0.3223834482","","main_expt","0.6","","0.8","0.4177099958","0.3911966266","0.2","0.08371899021","0.4","","","","","","","",""
"1599","","bandit","81","639622","0.0-42.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","2","","0","0","1","0.4074861021","","","3","0.3585509001","","main_expt","0.6","","0.8","0.4192185534","0.4074861021","0.2","0.04339790364","0.4","","","","","","","",""
"447","","bandit","82","641575","0.0-43.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","76","L","3","","0","0","1","0.04073472785","","","4","0.3416436242","","main_expt","0.6","","0.8","0.4241610434","0.3965638453","0.2","0.04073472785","0.4","","","","","","","",""
"781","","bandit","83","643864","0.0-44.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","72","H","0","img/none_selected.jpg","1","0","0","0.3444758892","","","5","0.3444758892","","main_expt","0.6","","0.8","0.4284837315","0.3688269119","0.2","0.04731773769","0.4","","","","","","","",""
"1274","","bandit","84","646647","0.0-45.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","1","","1","0","0","0.4328708062","","","6","0.3574177426","","main_expt","0.6","","0.8","0.4328708062","0.3865867917","0.2","0.05617088868","0.4","","","","","","","",""
"876","","bandit","85","649033","0.0-46.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","2","","0","0","1","","0.4294719924","","7","","0.3634052143","main_expt","0.6","0.4176545671","0.8","","","0.2","","0.4","0.4294719924","0.05606577856","","","","","",""
"428","","bandit","86","650967","0.0-47.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","76","L","3","","0","0","1","","0.09244853328","","8","","0.3675420607","main_expt","0.6","0.4022395488","0.8","","","0.2","","0.4","0.4210378118","0.09244853328","","","","","",""
"573","","bandit","87","653047","0.0-48.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","1","","1","0","0","0.3929004949","","","9","0.3921196104","","main_expt","0.6","","0.8","0.3929004949","0.4502112583","0.2","0.1271341085","0.4","","","","","","","",""
"989","","bandit","88","655544","0.0-49.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","1","","1","0","0","0.3863711448","","","10","0.4026182126","","main_expt","0.6","","0.8","0.3863711448","0.4452653155","0.2","0.1370717255","0.4","","","","","","","",""
"636","","bandit","89","657698","0.0-50.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","1","","1","0","0","0.4205849279","","","11","0.3543069494","","main_expt","0.6","","0.8","0.4205849279","0.4352349267","0.2","0.1275050207","0.4","","","","","","","",""
"754","","bandit","90","659959","0.0-51.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","1","","0","0","1","","0.4525069231","","12","","0.3504097904","main_expt","0.6","0.4525069231","0.8","","","0.2","","0.4","0.4029030639","0.122317004","","","","","",""
"862","","bandit","91","662328","0.0-52.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","1","","0","0","1","","0.4485799753","","13","","0.2787441393","main_expt","0.6","0.4485799753","0.8","","","0.2","","0.4","0.4198147105","0.1251711411","","","","","",""
"43","","bandit","92","663879","0.0-53.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","72","H","0","img/none_selected.jpg","0","0","1","","0.2723245106","","14","","0.2723245106","main_expt","0.6","0.4504049656","0.8","","","0.2","","0.4","0.3761312174","0.1380641988","","","","","",""
"366","","bandit","93","665751","0.0-54.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","76","L","3","","0","0","1","","0.2010812313","","15","","0.3687644442","main_expt","0.6","0.4281165459","0.8","","","0.2","","0.4","0.4017507227","0.2010812313","","","","","",""
"827","","bandit","94","668094","0.0-55.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","2","","0","0","1","","0.3859888637","","16","","0.3992289848","main_expt","0.6","0.4035101098","0.8","","","0.2","","0.4","0.3859888637","0.1747275657","","","","","",""
"342","","bandit","95","669942","0.0-56.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","1","","1","0","0","0.4063691663","","","17","0.4067061876","","main_expt","0.6","","0.8","0.4063691663","0.3706978481","0.2","0.1816524112","0.4","","","","","","","",""
"1117","","bandit","96","672565","0.0-57.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","1","","0","0","1","0.4201618032","","","18","0.3969002131","","main_expt","0.6","","0.8","0.4201618032","0.3323991027","0.2","0.1700798448","0.4","","","","","","","",""
"526","","bandit","97","674599","0.0-58.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","1","","0","1","0","","0.3868389751","","19","","0.3930099592","main_expt","0.6","0.3868389751","0.8","","","0.2","","0.4","0.3301718366","0.1998500639","","","","","",""
"1039","","bandit","98","677142","0.0-59.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","72","H","0","img/none_selected.jpg","1","0","0","0.3791602553","","","20","0.3791602553","","main_expt","0.6","","0.8","0.3868875991","0.3714618997","0.2","0.2418808817","0.4","","","","","","","",""
"1406","","bandit","99","680055","0.0-60.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","72","H","0","img/none_selected.jpg","0","1","0","","0.4127515201","","21","","0.4127515201","main_expt","0.6","0.4253770554","0.8","","","0.2","","0.4","0.3621694591","0.2293341009","","","","","",""
"460","","bandit","100","682032","0.0-61.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","76","L","3","","0","0","1","","0.2074184163","","22","","0.4164833055","main_expt","0.6","0.4285762007","0.8","","","0.2","","0.4","0.3648829928","0.2074184163","","","","","",""
"243","","bandit","101","683783","0.0-62.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","2","","0","0","1","0.2856994719","","","23","0.4143027846","","main_expt","0.6","","0.8","0.4082522222","0.2856994719","0.2","0.1832507358","0.4","","","","","","","",""
"379","","bandit","102","685671","0.0-63.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","72","H","0","img/none_selected.jpg","1","0","0","0.3649270698","","","24","0.3649270698","","main_expt","0.6","","0.8","0.4027270218","0.3152516524","0.2","0.1469425149","0.4","","","","","","","",""
"1436","","bandit","103","688615","0.0-64.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","72","H","0","img/none_selected.jpg","0","0","1","0.392676409","","","25","0.392676409","","main_expt","0.6","","0.8","0.4100212433","0.2778145345","0.2","0.102794739","0.4","","","","","","","",""
"204","","bandit","104","690326","0.0-65.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","1","","0","0","1","0.4190791169","","","26","0.4031565401","","main_expt","0.6","","0.8","0.4190791169","0.3170506137","0.2","0.1173732637","0.4","","","","","","","",""
"525","","bandit","105","692359","0.0-66.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","76","L","3","","0","1","0","","0.08835016803","","27","","0.4245959001","main_expt","0.6","0.4527212376","0.8","","","0.2","","0.4","0.3223143746","0.08835016803","","","","","",""
"750","","bandit","106","694615","0.0-67.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","75","K","2","","0","0","1","","0.3234472479","","28","","0.4232885055","main_expt","0.6","0.4480998813","0.8","","","0.2","","0.4","0.3234472479","0.1134440288","","","","","",""
"1518","","bandit","107","697638","0.0-68.0-0.0","91251041","wem/bandit_either","A1RJ2LORL5PJHS","either","5","","","","","","","74","J","1","","0","0","1","0.4628669208","","","29","0.4495512981","","main_expt","0.6","","0.8","0.4628669208","0.2881425904","0.2","0.1982905849","0.4","","","","","","","",""
